"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"11-23-24 / 12:19 PM","Lower Field Level","28","3","2","3538.12"
"11-23-24 / 12:19 PM","500 Level Outfield","508","14","2","2541.91"
"11-23-24 / 12:16 PM","Field","B 4","","2","3409.55"
"11-23-24 / 12:16 PM","Park Social","PARK SOCIAL","","1","2703.61"
"11-22-24 / 10:22 PM","Lower Field Level","4","4","2","5806.69"
"11-22-24 / 12:39 PM","Field Level Outfield","103A","5","2","2843.68"
"11-22-24 / 08:15 AM","Infield Accessible","W111","","2","2946.28"
"11-20-24 / 04:11 AM","Field","B 1","","2","5347.03"
"11-19-24 / 11:03 PM","Field","B 2","","2","2219.39"
"11-19-24 / 11:03 PM","Field","C 1","9","2","2278.13"
"11-19-24 / 06:22 PM","Field Level Outfield","147B","4","2","2747.25"
"11-19-24 / 08:20 AM","Park Social","PARK SOCIAL","","1","1665"
"11-19-24 / 08:20 AM","Field","B 1","17","2","2182.74"
"11-19-24 / 08:20 AM","Field","B 4","16","2","2161.61"
"11-18-24 / 07:18 AM","500 Level Bases","514","24","2","1540.12"
"11-18-24 / 07:18 AM","Lower Field Level","32","4","2","2422.58"
"11-17-24 / 08:17 PM","500 Level Bases","514","28","2","1615.05"
"11-17-24 / 08:17 PM","Field","B 3","18","2","2167.06"
"11-17-24 / 08:17 PM","Field","B 3","","1","2330.17"
"11-17-24 / 08:17 PM","Field Level Outfield","147B","4","1","1771.09"
"11-17-24 / 01:05 AM","The Corona Rooftop Patio","THE CORONA ROOFTOP PATIO","","1","1547.83"
"11-15-24 / 02:37 AM","Field Level Outfield","147B","5","1","1776.27"
"11-14-24 / 11:32 AM","Field Level Outfield","147B","3","2","1789.91"
"11-13-24 / 03:28 AM","Field","A 10","18","3","3582.5"
"11-12-24 / 01:55 PM","Field Level","136","25","2","2806.29"
"11-12-24 / 01:54 PM","Field Level Outfield","147B","5","2","1492.71"
"11-12-24 / 07:45 AM","Field Level","139","","2","2409.42"
"11-12-24 / 07:45 AM","Field","Field","","2","3579.75"
"11-12-24 / 07:45 AM","Field Level","114","12","1","2870.2"
"11-11-24 / 04:31 PM","Field","B 4","","3","2972.22"
"11-09-24 / 05:31 AM","Outfield Accessible","W102","A","2","1647.8"
"11-06-24 / 09:02 PM","Park Social","PARK SOCIAL","0","2","1706.41"
"11-03-24 / 07:48 AM","500 Level Outfield","510","18","1","1788.08"
"11-01-24 / 06:31 PM","500 Level Bases","514","2","4","2689.7"
"11-01-24 / 06:31 PM","Field","A 4","16","2","3313.98"
"11-01-24 / 06:31 PM","Field","A 12","1","1","5247.91"
"11-01-24 / 06:31 PM","500 Level Bases","534","15","1","1912.68"
"11-01-24 / 06:31 PM","Field","A 7","10","4","2869.02"
"11-01-24 / 06:31 PM","Field","A 10","15","2","5020.78"
"11-01-24 / 06:30 PM","Lower Field Level","29","10","2","3320.62"
"11-01-24 / 06:30 PM","500 Level Outfield","510","7","2","2331.08"
"11-01-24 / 06:30 PM","500 Level Home Plate","527","6","2","2689.7"
"11-01-24 / 06:30 PM","Field","B 5","23","1","2857.06"
"11-01-24 / 06:30 PM","200 Level Outfield","244","5","1","2091.99"
"11-01-24 / 06:30 PM","500 Level Home Plate","527","4","1","1882.8"
"11-01-24 / 06:30 PM","Field Level","119","18","1","3984.75"
"11-01-24 / 10:33 AM","Ticketmaster Lounge","TML","B","2","3349.03"
"11-01-24 / 10:33 AM","500 Level Outfield","537","19","2","2332.36"
"11-01-24 / 10:33 AM","Field Level","111","37","2","2651.11"
"11-01-24 / 10:33 AM","200 Level Infield","223B","7","2","3588.25"
"11-01-24 / 10:33 AM","Field Level Outfield","145A","6","1","2093.14"
"11-01-24 / 12:55 AM","Field","B 4","9","2","3528.44"
"11-01-24 / 12:55 AM","500 Level Infield","517","11","4","2691.18"
"11-01-24 / 12:55 AM","Field Level","137","38","4","7908.75"
"11-01-24 / 12:55 AM","Field","C 5","20","4","7076.25"
"11-01-24 / 12:55 AM","Field Level","110","38","4","7076.25"
"11-01-24 / 12:55 AM","500 Level Home Plate","526","13","2","2511.77"
"11-01-24 / 12:55 AM","Field Level","109","36","1","2750.99"
"11-01-24 / 12:55 AM","Field Level","117","1","1","3229.42"
"11-01-24 / 12:55 AM","500 Level Bases","514","19","1","1794.12"
"11-01-24 / 12:55 AM","Field","B 3","14","1","2456.64"
"11-01-24 / 12:55 AM","Field Level","109","37","2","3588.25"
"11-01-24 / 12:54 AM","200 Level Outfield","241","6","2","2451.97"
"11-01-24 / 12:54 AM","Field","A 5","A5","1","3289.23"
"11-01-24 / 12:54 AM","200 Level Bases","232","13","1","2002.84"
"11-01-24 / 12:54 AM","Field","B 5","19","2","3707.85"
"11-01-24 / 12:54 AM","Field Level","136","35","2","3139.71"
"11-01-24 / 12:54 AM","Field Level Outfield","143","1","2","2691.18"
"10-31-24 / 02:59 PM","500 Level Outfield","537","17","1","1843.21"
"10-31-24 / 02:59 PM","500 Level Infield","532","19","2","2272.56"
"10-31-24 / 02:59 PM","Field","A 11","2","2","4441.39"
"10-31-24 / 02:59 PM","Field","A 1","23","1","2242.66"
"10-31-24 / 02:59 PM","500 Level Bases","514","5","1","1848.34"
"10-31-24 / 02:59 PM","200 Level Infield","220","1","1","2063.24"
"10-31-24 / 02:59 PM","Field","C 3","19","3","3887.27"
"10-31-24 / 02:59 PM","Field","B 5","10","2","2990.2"
"10-31-24 / 02:59 PM","200 Level Outfield","205","6","2","2272.56"
"10-31-24 / 03:14 AM","Field","A 7","5","1","2990.21"
