"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"07-23-24 / 04:25 AM","Middle Tier","9B","5","1","226.11"
"07-23-24 / 04:25 AM","Floor","Innenraum Stehplatz","","1","264.81"
"07-23-24 / 04:25 AM","Lower Tier","5A","10","1","309.07"
"07-23-24 / 04:25 AM","Lower Tier","16A","2","2","257.34"
"07-23-24 / 04:25 AM","Lower Tier","2A","7","3","304.32"
"07-23-24 / 04:25 AM","Lower Tier","6A","1","4","263.85"
"07-23-24 / 04:25 AM","Middle Tier","22B","9","2","115.02"
"07-23-24 / 04:25 AM","Lower Tier","5A","13","4","324.74"
"07-23-24 / 04:25 AM","Lower Tier","1A","5","2","154.96"
"07-23-24 / 04:25 AM","Lower Tier","9A","4","2","230.57"
"07-23-24 / 04:25 AM","Lower Tier","6A","18","4","261.65"
"07-23-24 / 04:25 AM","Upper Tier","28C","5","3","180.63"
"07-22-24 / 10:40 PM","Front of Stage","Front of Stage","","2","270.75"
"07-22-24 / 10:40 PM","Lower Tier","13A","17","1","453.18"
"07-22-24 / 10:40 PM","Middle Tier","22B","7","3","164.62"
"07-22-24 / 10:40 PM","Middle Tier","28B","7","3","164.74"
"07-22-24 / 10:40 PM","Upper Tier","22C","16","1","104.87"
"07-22-24 / 10:40 PM","Lower Tier","11A","13","3","335.35"
"07-22-24 / 10:40 PM","Lower Tier","9A","4","2","278.52"
"07-22-24 / 10:40 PM","Lower Tier","6A","4","3","362.06"
"07-22-24 / 11:55 AM","Lower Tier","16A","10","1","330.81"
"07-22-24 / 11:55 AM","Lower Tier","6A","11","2","479.25"
"07-22-24 / 11:55 AM","Lower Tier","11A","15","1","358.02"
"07-22-24 / 11:55 AM","Lower Tier","21A","9","5","303.64"
"07-22-24 / 11:55 AM","Upper Tier","8C","16","2","389.06"
"07-22-24 / 11:55 AM","Lower Tier","2A","6","4","416.37"
"07-22-24 / 11:54 AM","Lower Tier","6A","20","1","323.4"
"07-22-24 / 11:54 AM","Lower Tier","11A","12","4","360.74"
"07-22-24 / 11:54 AM","Lower Tier","9A","15","4","299.75"
"07-22-24 / 11:54 AM","Lower Tier","10A","10","4","341.74"
"07-22-24 / 11:54 AM","Upper Tier","28C","14","2","197.13"
"07-22-24 / 11:54 AM","Lower Tier","17A","20","2","339.88"
"07-22-24 / 11:54 AM","Lower Tier","17A","17","2","372.52"
"07-22-24 / 11:54 AM","Middle Tier","9B","6","2","248.74"
"07-22-24 / 11:54 AM","Middle Tier","9B","5","3","363.35"
"07-22-24 / 11:54 AM","Lower Tier","21A","14","2","210.27"
"07-22-24 / 11:54 AM","Middle Tier","22B","7","1","182.4"
"07-22-24 / 11:54 AM","Upper Tier","14C","5","2","317.23"
"07-22-24 / 11:54 AM","Middle Tier","13B","","4","312.28"
"07-22-24 / 11:54 AM","Upper Tier","14C","17","1","255.62"
"07-22-24 / 11:54 AM","Lower Tier","6A","7","1","475.88"
"07-22-24 / 11:54 AM","Upper Tier","11C","16","2","283.92"
"07-22-24 / 11:54 AM","Upper Tier","1C","11","2","399.26"
"07-22-24 / 11:54 AM","Middle Tier","28B","12","1","310.53"
"07-22-24 / 11:54 AM","Upper Tier","21C","9","4","191.5"
"07-22-24 / 11:54 AM","Upper Tier","28C","3","2","152.5"
"07-22-24 / 11:54 AM","Middle Tier","11B","6","1","376.4"
"07-22-24 / 11:54 AM","Suites","21","","2","805.66"
"07-22-24 / 11:54 AM","Lower Tier","1A","20","1","294.76"
"07-22-24 / 11:54 AM","Upper Tier","2C","","1","248.74"
"07-22-24 / 11:54 AM","Upper Tier","3C","","2","420.41"
"07-22-24 / 07:34 AM","Club Seats","Club Seats","","2","2517.73"
"07-22-24 / 07:34 AM","Lower Tier","17A","22","2","366.97"
"07-22-24 / 07:34 AM","Lower Tier","20A","22","3","400.94"
"07-22-24 / 07:34 AM","Upper Tier","28C","14","1","178.03"
"07-22-24 / 07:34 AM","Lower Tier","6A","18","4","334.45"
"07-22-24 / 07:34 AM","Front of Stage","Links","","3","451.37"
"07-22-24 / 07:34 AM","Middle Tier","7B","8","2","294.42"
"07-22-24 / 07:33 AM","Lower Tier","6A","11","2","316.91"
"07-22-24 / 07:33 AM","Lower Tier","17A","20","3","365.18"
"07-22-24 / 07:33 AM","Lower Tier","17A","18","2","506.93"
"07-22-24 / 07:33 AM","Lower Tier","6A","8","2","308.02"
"07-22-24 / 07:33 AM","Lower Tier","20A","22","2","397"
"07-22-24 / 07:33 AM","Lower Tier","6A","18","3","336.39"
"07-22-24 / 07:33 AM","Lower Tier","6A","19","2","284.57"
"07-22-24 / 07:33 AM","Suites","Suites","","2","1309.22"
"07-22-24 / 07:33 AM","Upper Tier","28C","18","1","178.94"
"07-22-24 / 07:33 AM","Upper Tier","22C","1","3","256.54"
"07-22-24 / 07:33 AM","Lower Tier","20A","13","1","378.11"
"07-22-24 / 07:33 AM","Lower Tier","16A","23","1","335.36"
"07-22-24 / 07:33 AM","Upper Tier","13C","15","1","317.24"
"07-22-24 / 07:33 AM","Front of Stage","Right","","2","798.52"
"07-22-24 / 02:53 AM","Lower Tier","6A","20","3","323.4"
"07-22-24 / 02:53 AM","Front of Stage","Rechts","","2","558.96"
"07-22-24 / 02:53 AM","Lower Tier","7A","18","1","645.23"
"07-22-24 / 02:53 AM","Middle Tier","9B","5","2","305.75"
"07-22-24 / 02:53 AM","Lower Tier","6A","1","2","348.69"
"07-22-24 / 02:53 AM","Lower Tier","9A","15","2","357.98"
"07-22-24 / 02:53 AM","Upper Tier","22C","11","1","176.17"
"07-21-24 / 09:55 PM","Lower Tier","5A","10","2","380.68"
"07-21-24 / 09:55 PM","Lower Tier","21A","14","2","244.44"
"07-21-24 / 09:55 PM","Lower Tier","5A","20","2","380.67"
"07-21-24 / 09:55 PM","Middle Tier","22B","12","2","197.13"
"07-21-24 / 09:55 PM","Upper Tier","22C","13","2","191.5"
"07-21-24 / 09:55 PM","Lower Tier","6A","12","2","661.66"
"07-21-24 / 09:55 PM","Middle Tier","21B","3","4","271.7"
"07-21-24 / 09:55 PM","Upper Tier","28C","4","1","178.94"
"07-21-24 / 09:55 PM","Lower Tier","21A","11","4","245.88"
"07-21-24 / 09:55 PM","Upper Tier","14C","10","1","294.42"
"07-21-24 / 09:55 PM","Middle Tier","22B","7","2","190.83"
"07-21-24 / 09:55 PM","Middle Tier","3B","8","1","407.87"
"07-21-24 / 04:48 PM","Lower Tier","16A","16","2","557.06"
"07-21-24 / 04:48 PM","Front of Stage","Rechts","","2","398.37"
"07-21-24 / 04:48 PM","Lower Tier","16A","11","2","603.56"
"07-21-24 / 04:48 PM","Upper Tier","7C","","2","497.6"
"07-21-24 / 04:48 PM","Middle Tier","28B","11","2","174.24"
"07-21-24 / 04:48 PM","Middle Tier","21B","6","1","261.14"
"07-21-24 / 04:48 PM","Lower Tier","21A","21","2","335"
"07-21-24 / 04:48 PM","Middle Tier","9B","2","1","399.27"
"07-21-24 / 04:48 PM","Middle Tier","20B","3","1","284.6"
"07-21-24 / 04:48 PM","Lower Tier","1A","17","4","333.09"
"07-21-24 / 12:14 PM","Middle Tier","22B","15","2","196.23"
"07-21-24 / 12:14 PM","Upper Tier","8C","13","2","435.06"
"07-21-24 / 12:14 PM","Upper Tier","14C","17","2","345.14"
"07-21-24 / 12:13 PM","Lower Tier","19A","18","1","423.95"
"07-21-24 / 12:13 PM","Upper Tier","19C","4","1","271.7"
"07-21-24 / 12:13 PM","Lower Tier","1A","14","2","315.45"
"07-21-24 / 12:13 PM","Middle Tier","28B","7","4","200.97"
"07-21-24 / 12:13 PM","Upper Tier","28C","5","2","197.36"
"07-21-24 / 12:13 PM","Middle Tier","16B","13","1","485.87"
"07-21-24 / 12:13 PM","Upper Tier","22C","15","3","179.13"
"07-21-24 / 12:13 PM","Upper Tier","1C","15","1","210.68"
"07-21-24 / 12:13 PM","Upper Tier","16C","14","1","296.52"
"07-21-24 / 12:13 PM","Middle Tier","9B","10","1","487.99"
"07-21-24 / 12:13 PM","Upper Tier","8C","11","2","368.02"
"07-21-24 / 07:40 AM","Lower Tier","3A","10","2","755.67"
"07-21-24 / 07:40 AM","Front of Stage","Front of Stage","Right","2","829.01"
"07-21-24 / 07:40 AM","Middle Tier","18B","","1","363.94"
"07-21-24 / 07:40 AM","Upper Tier","14C","17","1","354.26"
"07-21-24 / 07:40 AM","Middle Tier","22B","12","1","176.11"
"07-21-24 / 07:40 AM","Middle Tier","28B","11","1","265.49"
"07-21-24 / 07:40 AM","Upper Tier","22C","16","2","201.84"
"07-21-24 / 07:40 AM","Upper Tier","8C","4","1","443.83"
"07-21-24 / 07:40 AM","Middle Tier","22B","1","1","220.12"
"07-21-24 / 07:40 AM","Middle Tier","22B","5","2","225.02"
"07-21-24 / 07:40 AM","Middle Tier","28B","12","2","192.49"
"07-21-24 / 07:40 AM","Upper Tier","10C","17","1","319.56"
"07-21-24 / 07:40 AM","Upper Tier","22C","12","2","179.14"
"07-21-24 / 07:40 AM","Middle Tier","17B","11","1","354.66"
"07-21-24 / 07:40 AM","Upper Tier","28C","7","2","183.93"
"07-21-24 / 02:59 AM","Upper Tier","28C","6????","4","208.16"
"07-20-24 / 09:46 PM","Lower Tier","6A","13","2","621.37"
"07-20-24 / 09:46 PM","Front of Stage","Rechts","","1","672.55"
"07-20-24 / 09:46 PM","Lower Tier","21A","19","2","336.37"
"07-20-24 / 09:46 PM","Lower Tier","16A","16","3","797.99"
"07-20-24 / 09:46 PM","Upper Tier","21C","","1","177.9"
"07-20-24 / 09:46 PM","Middle Tier","2B","5","1","251.77"
"07-20-24 / 09:46 PM","Upper Tier","28C","10","2","183.5"
"07-20-24 / 09:46 PM","Lower Tier","6A","9","1","358.35"
"07-20-24 / 09:46 PM","Middle Tier","28B","10","3","224.09"
"07-20-24 / 09:46 PM","Middle Tier","28B","9????","4","208.16"
"07-20-24 / 09:46 PM","Suites","47","1","2","2174.78"
"07-20-24 / 09:46 PM","Upper Tier","17C","12","4","377.93"
"07-20-24 / 09:46 PM","Upper Tier","28C","18","2","178.1"
"07-20-24 / 09:46 PM","Lower Tier","20A","","2","559.23"
"07-20-24 / 09:46 PM","Upper Tier","8C","17","1","318.31"
"07-20-24 / 09:46 PM","Upper Tier","17C","15","3","441.93"
"07-20-24 / 09:46 PM","Upper Tier","2C","11","1","208.16"
"07-20-24 / 09:46 PM","Lower Tier","9A","10","1","838.8"
"07-20-24 / 04:41 PM","Front of Stage","Links","","3","446.74"
"07-20-24 / 04:41 PM","Middle Tier","22B","11","2","206.26"
"07-20-24 / 04:41 PM","Middle Tier","22B","10","2","179.02"
"07-20-24 / 04:41 PM","Upper Tier","28C","3","2","220.12"
"07-20-24 / 04:41 PM","Middle Tier","22B","5","2","178.12"
"07-20-24 / 04:41 PM","Upper Tier","22C","14","2","219.59"
"07-20-24 / 04:41 PM","Middle Tier","19B","7","1","349.83"
"07-20-24 / 04:41 PM","Lower Tier","21A","18","4","278.55"
"07-20-24 / 04:41 PM","Upper Tier","22C","16","4","165.59"
"07-20-24 / 04:41 PM","Upper Tier","Upper Tier","","2","353.45"
"07-20-24 / 04:41 PM","Lower Tier","7A","17","1","348.23"
"07-20-24 / 04:41 PM","Upper Tier","17C","18","2","354.76"
"07-20-24 / 11:55 AM","Lower Tier","21A","12","2","272.08"
"07-20-24 / 11:55 AM","Upper Tier","8C","11","2","368.62"
"07-20-24 / 11:55 AM","Lower Tier","16A","15","2","619.46"
"07-20-24 / 11:55 AM","Lower Tier","5A","1","2","582.75"
"07-20-24 / 11:55 AM","Upper Tier","14C","16","4","270.74"
"07-20-24 / 11:55 AM","Lower Tier","10A","9","1","359.05"
"07-20-24 / 11:55 AM","Upper Tier","23C","","4","173.55"
"07-20-24 / 11:55 AM","Upper Tier","4C","16","2","353.81"
"07-20-24 / 11:55 AM","Upper Tier","18C","3","1","453.17"
"07-20-24 / 11:55 AM","Upper Tier","Upper Tier","","2","353.56"
"07-20-24 / 11:55 AM","Upper Tier","12C","16","2","377.01"
"07-20-24 / 11:55 AM","Upper Tier","8C","18","4","342.29"
"07-20-24 / 11:55 AM","Lower Tier","20A","","1","519.02"
"07-20-24 / 01:58 AM","Upper Tier","22C","14","4","174.44"
"07-20-24 / 01:58 AM","Upper Tier","14C","10","1","345.23"
"07-20-24 / 01:58 AM","Upper Tier","28C","","2","220"
"07-20-24 / 01:58 AM","Upper Tier","10C","12","2","368.2"
"07-20-24 / 01:58 AM","Upper Tier","8C","11","1","373.89"
"07-20-24 / 01:58 AM","Upper Tier","16C","","1","283.91"
"07-19-24 / 08:15 PM","Middle Tier","22B","9","2","177.07"
"07-19-24 / 08:15 PM","Upper Tier","28C","18","2","168.84"
"07-19-24 / 08:15 PM","Upper Tier","3C","12","2","323.14"
"07-19-24 / 08:15 PM","Upper Tier","1C","7","1","173.95"
"07-19-24 / 08:15 PM","Middle Tier","28B","10","2","172.73"
"07-19-24 / 08:15 PM","Middle Tier","28B","11????","4","181.8"
